ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-12-07T21:18:09Z,jujurazz,windows,220567,US,129.19.163.254,unknown,The Thing That Wrecks You,Tenille Townes,The Thing That Wrecks You,spotify:track:4ZT5geWeKg8Ar3IR2Gj22I,,,,trackdone,trackdone,False,False,False,1701983686,False
2023-12-07T21:21:09Z,jujurazz,windows,179506,US,129.19.163.254,unknown,Heaven,Kane Brown,Kane Brown (Deluxe Edition),spotify:track:1HXy5I3HTWq8OvxCn0z7G7,,,,trackdone,trackdone,False,False,False,1701983907,False
2023-12-07T21:24:02Z,jujurazz,windows,172253,US,129.19.163.254,unknown,Night Shift,Jon Pardi,California Sunrise,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,,,,trackdone,trackdone,False,False,False,1701984087,False
2023-12-07T21:27:32Z,jujurazz,windows,209733,US,129.19.163.254,unknown,Beer Can’t Fix,Thomas Rhett,Center Point Road,spotify:track:7idmHTAQQPUFqdjXkoooXD,,,,trackdone,trackdone,False,False,False,1701984260,False
2023-12-07T21:29:52Z,jujurazz,windows,135403,US,129.19.163.254,unknown,Drinkin’ Beer. Talkin’ God. Amen. (feat. Florida Georgia Line),Chase Rice,The Album,spotify:track:0rOVgtieEk5SoypbulRiKI,,,,trackdone,logout,False,False,False,1701984470,False
2023-12-08T19:57:48Z,jujurazz,ios,79058,US,129.19.163.254,unknown,Last Night,Morgan Wallen,One Thing At A Time,spotify:track:7K3BhSpAxZBznislvUMVtn,,,,appload,trackdone,True,False,False,1702065386,False
2023-12-08T20:01:47Z,jujurazz,ios,240760,US,129.19.163.254,unknown,When It Rains It Pours,Luke Combs,This One's for You,spotify:track:1mMLMZYXkMueg65jRRWG1l,,,,trackdone,trackdone,True,False,False,1702065466,False
2023-12-08T20:05:30Z,jujurazz,ios,223826,US,129.19.163.254,unknown,As She's Walking Away (feat. Alan Jackson),Zac Brown Band,You Get What You Give,spotify:track:65UCejW01DAovmluVYHWAt,,,,trackdone,trackdone,True,False,False,1702065705,False
2023-12-08T21:06:31Z,jujurazz,ios,70356,US,98.38.197.101,unknown,Settling Down,Miranda Lambert,Wildcard,spotify:track:53bZYxVbCYm6w1Gx8U64bz,,,,trackdone,logout,True,False,False,1702065928,False
2023-12-08T23:45:55Z,jujurazz,ios,120674,US,107.77.201.122,unknown,Another In The Fire - Acoustic,Hillsong UNITED,People,spotify:track:77yuZSTyvX71hl5ip4SRfd,,,,fwdbtn,endplay,True,True,False,1702079035,False
2023-12-08T23:46:59Z,jujurazz,ios,64690,US,107.77.201.122,unknown,Wilder Days,Morgan Wade,Reckless,spotify:track:2vubFQgAJO5SeuVa7ytIHc,,,,clickrow,endplay,True,True,False,1702079156,False
2023-12-08T23:47:06Z,jujurazz,ios,5874,US,107.77.201.122,unknown,American Kids,Kenny Chesney,The Big Revival,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,,,,clickrow,endplay,True,True,False,1702079220,False
2023-12-08T23:47:09Z,jujurazz,ios,3018,US,107.77.201.122,unknown,Rock and A Hard Place,Bailey Zimmerman,Religiously. The Album.,spotify:track:1TE8AAk9koG0UJco6ZAUfx,,,,clickrow,fwdbtn,True,True,False,1702079226,False
2023-12-08T23:50:03Z,jujurazz,ios,175280,US,107.77.201.122,unknown,Hell Of A View,Eric Church,Hell Of A View,spotify:track:1kBx9VGumfuvlfqdlAGorE,,,,fwdbtn,trackdone,True,False,False,1702079229,False
2023-12-08T23:50:55Z,jujurazz,ios,52661,US,107.77.201.122,unknown,Done,Chris Janson,Real Friends,spotify:track:693NFnfJZt16AFDaZqlflo,,,,trackdone,fwdbtn,True,True,False,1702079402,False
2023-12-08T23:54:13Z,jujurazz,ios,198440,US,107.77.201.122,unknown,Rumor,Lee Brice,Lee Brice,spotify:track:56eGOeSsqdg3FLxdo83TwV,,,,fwdbtn,trackdone,True,False,False,1702079456,False
2023-12-08T23:57:58Z,jujurazz,ios,226173,US,107.77.201.122,unknown,May We All,Florida Georgia Line,Dig Your Roots,spotify:track:498ZVInMGDkmmNVpSWqHiZ,,,,trackdone,trackdone,True,False,False,1702079652,False
2023-12-09T00:01:11Z,jujurazz,ios,195053,US,107.77.201.122,unknown,Best Shot,Jimmie Allen,Mercury Lane,spotify:track:3eDNb3ZG3gKgjAAgJBcOL8,,,,trackdone,trackdone,True,False,False,1702079877,False
2023-12-09T00:04:43Z,jujurazz,ios,212893,US,107.77.201.122,unknown,If I Didn’t Love You,Jason Aldean,MACON,spotify:track:7IYoh1u7dFM1xIWSEYd5B8,,,,trackdone,trackdone,True,False,False,1702080070,False
2023-12-09T00:06:16Z,jujurazz,ios,93600,US,166.137.107.85,unknown,Waves,Luke Bryan,Born Here Live Here Die Here,spotify:track:027269uzraETHuoG6aMs6a,,,,trackdone,logout,True,False,False,1702080282,False
2023-12-09T00:58:09Z,jujurazz,ios,1671,US,166.137.107.85,unknown,To Hell & Back,Maren Morris,GIRL,spotify:track:4Yy1VOdLAX7MuKQOcivV4O,,,,fwdbtn,fwdbtn,True,True,False,1702083488,False
2023-12-09T01:02:34Z,jujurazz,ios,265493,US,166.137.107.85,unknown,Fast Car,Luke Combs,Gettin' Old,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,,,,fwdbtn,trackdone,True,False,False,1702083490,False
2023-12-09T01:05:47Z,jujurazz,ios,194426,US,166.137.107.85,unknown,There Was This Girl,Riley Green,Different 'Round Here,spotify:track:7grWGhX8SHNmyGOkMNVMCt,,,,trackdone,trackdone,True,False,False,1702083753,False
2023-12-09T01:06:33Z,jujurazz,ios,47069,US,166.137.107.85,unknown,At the End of a Bar,Chris Young,Famous Friends,spotify:track:2NYOqKy4VX6dqVtzrv1Cx9,,,,trackdone,fwdbtn,True,True,False,1702083946,False
2023-12-09T01:06:34Z,jujurazz,ios,952,US,166.137.107.85,unknown,Strawberry Wine,Deana Carter,Did I Shave My Legs For This?,spotify:track:5Pgwi0iizu96RHxJ4xL3SH,,,,fwdbtn,fwdbtn,True,True,False,1702083994,False
2023-12-09T01:06:40Z,jujurazz,ios,5688,US,166.137.107.85,unknown,Till There's Nothing Left,Cam,The Otherside,spotify:track:6rIIhxmidzI07z1kgiOqY8,,,,fwdbtn,fwdbtn,True,True,False,1702083995,False
2023-12-09T01:06:42Z,jujurazz,ios,2066,US,166.137.107.85,unknown,Every Little Thing,Russell Dickerson,Yours,spotify:track:3kgCJPXDlnL5bl1HFesHUi,,,,fwdbtn,fwdbtn,True,True,False,1702084000,False
2023-12-09T01:06:43Z,jujurazz,ios,882,US,166.137.107.85,unknown,Springsteen,Eric Church,Chief,spotify:track:05ZACkzW8YbRq3eFgIfSNB,,,,fwdbtn,fwdbtn,True,True,False,1702084003,False
2023-12-09T01:06:51Z,jujurazz,ios,7407,US,166.137.107.85,unknown,Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),spotify:track:2rxQMGVafnNaRaXlRMWPde,,,,fwdbtn,endplay,True,True,False,1702084003,False
2023-12-09T01:09:34Z,jujurazz,ios,163854,US,166.137.107.85,unknown,Last Night,Morgan Wallen,3 Songs At A Time Sampler,spotify:track:59uQI0PADDKeE6UZDTJEe8,,,,clickrow,trackdone,False,False,False,1702084011,False
2023-12-09T01:13:18Z,jujurazz,ios,224426,US,166.137.107.85,unknown,The Kind of Love We Make,Luke Combs,The Kind of Love We Make,spotify:track:28n8z9IQKyjMPxmvYMBqZa,,,,trackdone,trackdone,False,False,False,1702084173,False
2023-12-09T01:16:11Z,jujurazz,ios,175237,US,166.137.107.85,unknown,Next Thing You Know,Jordan Davis,Next Thing You Know,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,,,,trackdone,trackdone,False,False,False,1702084396,False
2023-12-09T01:20:35Z,jujurazz,ios,265493,US,166.137.107.85,unknown,Fast Car,Luke Combs,Gettin' Old,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,,,,trackdone,trackdone,False,False,False,1702084570,False
2023-12-09T01:23:10Z,jujurazz,ios,157477,US,166.137.107.85,unknown,You Proof,Morgan Wallen,You Proof,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,,,,trackdone,trackdone,False,False,False,1702084834,False
2023-12-09T01:26:00Z,jujurazz,ios,167592,US,129.19.163.254,unknown,Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,,,,trackdone,logout,False,False,False,1702084990,False
2023-12-09T19:39:11Z,jujurazz,windows,17710,US,129.19.163.254,unknown,Settling Down,Miranda Lambert,Wildcard,spotify:track:53bZYxVbCYm6w1Gx8U64bz,,,,remote,fwdbtn,True,True,False,1702066030,False
2023-12-09T19:39:27Z,jujurazz,windows,15850,US,129.19.163.254,unknown,Good Vibes,Chris Janson,Real Friends,spotify:track:1XVqh0dC0PIl72f2mQhsVt,,,,fwdbtn,fwdbtn,True,True,False,1702150770,False
2023-12-09T19:42:52Z,jujurazz,windows,206106,US,129.19.163.254,unknown,She Had Me At Heads Carolina,Cole Swindell,Stereotype,spotify:track:200x8ONbPfFzByUr3fVz46,,,,fwdbtn,trackdone,True,False,False,1702150786,False
2023-12-09T19:46:23Z,jujurazz,windows,210506,US,129.19.163.254,unknown,7 Summers,Morgan Wallen,Dangerous: The Double Album,spotify:track:4obHzpwGrjoTuZh2DItEMZ,,,,trackdone,trackdone,True,False,False,1702150992,False
2023-12-09T19:49:52Z,jujurazz,windows,208280,US,129.19.163.254,unknown,The Way I Talk,Morgan Wallen,If I Know Me,spotify:track:21LRaD9rB3v7p7DDCZsW4y,,,,trackdone,trackdone,True,False,False,1702151203,False
2023-12-09T19:53:06Z,jujurazz,windows,193200,US,129.19.163.254,unknown,Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),spotify:track:2rxQMGVafnNaRaXlRMWPde,,,,trackdone,trackdone,True,False,False,1702151411,False
2023-12-09T19:57:20Z,jujurazz,windows,253200,US,129.19.163.254,unknown,Parachute,Chris Stapleton,Traveller,spotify:track:5jROdl6MhcmP3O7h2sVgtw,,,,trackdone,trackdone,True,False,False,1702151605,False
2023-12-09T20:00:44Z,jujurazz,windows,204800,US,129.19.163.254,unknown,God's Country,Blake Shelton,Fully Loaded: God's Country,spotify:track:4TCeFZNjGNQIpCuZmJkkE2,,,,trackdone,trackdone,True,False,False,1702151859,False
2023-12-09T20:04:08Z,jujurazz,windows,201986,US,129.19.163.254,unknown,Fishing In The Dark,Nitty Gritty Dirt Band,Anthology,spotify:track:3i5QyEUyXa9Y7lIklr5sWk,,,,trackdone,trackdone,True,False,False,1702152064,False
2023-12-09T20:07:42Z,jujurazz,windows,214786,US,129.19.163.254,unknown,More Hearts Than Mine,Ingrid Andress,Lady Like,spotify:track:60RFlt48hm0l4Fu0JoccOl,,,,trackdone,trackdone,True,False,False,1702152267,False
2023-12-09T20:11:13Z,jujurazz,windows,209760,US,129.19.163.254,unknown,Bluebird,Miranda Lambert,Wildcard,spotify:track:0kPeZAyIhIfeZNrtfjJGDB,,,,trackdone,trackdone,True,False,False,1702152482,False
2023-12-09T20:14:48Z,jujurazz,windows,214416,US,129.19.163.254,unknown,Never Wanted To Be That Girl,Carly Pearce,29: Written In Stone,spotify:track:7yRJMLG9ja0fBVVEmV6vcT,,,,trackdone,trackdone,True,False,False,1702152692,False
2023-12-09T20:17:52Z,jujurazz,windows,183160,US,129.19.163.254,unknown,She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),spotify:track:698eQRku24PIYPQPHItKlA,,,,trackdone,trackdone,True,False,False,1702152907,False
2023-12-09T20:20:47Z,jujurazz,windows,175226,US,129.19.163.254,unknown,Next Thing You Know,Jordan Davis,Bluebird Days,spotify:track:39OclE5hZematADrdfaWvE,,,,trackdone,trackdone,True,False,False,1702153091,False
2023-12-09T20:24:23Z,jujurazz,windows,215571,US,129.19.163.254,unknown,Thought You Should Know,Morgan Wallen,One Thing At A Time,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,,,,trackdone,trackdone,True,False,False,1702153266,False
2023-12-09T20:27:07Z,jujurazz,windows,163031,US,129.19.163.254,unknown,Sun to Me,Zach Bryan,American Heartbreak,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,,,,trackdone,trackdone,True,False,False,1702153482,False
2023-12-09T20:30:15Z,jujurazz,windows,187306,US,129.19.163.254,unknown,"Big, Big Plans",Chris Lane,"Big, Big Plans",spotify:track:7yNJCsUH3tXlpQiHSsAc5l,,,,trackdone,trackdone,True,False,False,1702153646,False
2023-12-09T20:34:01Z,jujurazz,windows,226680,US,129.19.163.254,unknown,Bless The Broken Road,Rascal Flatts,Feels Like Today,spotify:track:4YjjNHtEsTX6Af4mCTupT5,,,,trackdone,trackdone,True,False,False,1702153834,False
2023-12-09T20:37:17Z,jujurazz,windows,193929,US,129.19.163.254,unknown,Slow Dance In A Parking Lot,Jordan Davis,Home State,spotify:track:6MBUUSIWCzaXW4q58Ktrv9,,,,trackdone,trackdone,True,False,False,1702154061,False
2023-12-09T20:40:38Z,jujurazz,windows,201066,US,129.19.163.254,unknown,Wild as Her,Corey Kent,Blacktop,spotify:track:3kXH9BQq0TyNliiP1MIE6N,,,,trackdone,trackdone,True,False,False,1702154255,False
2023-12-09T20:43:45Z,jujurazz,windows,187047,US,129.19.163.254,unknown,Everything I Love,Morgan Wallen,One Thing At A Time,spotify:track:03fs6oV5JAlbytRYf3371S,,,,trackdone,trackdone,True,False,False,1702154457,False
2023-12-09T20:47:00Z,jujurazz,windows,194544,US,129.19.163.254,unknown,Wishful Drinking (with Sam Hunt) - Bonus Track,Ingrid Andress,Good Person,spotify:track:15e2jfRPI2mYAOPMDyytP0,,,,trackdone,trackdone,True,False,False,1702154644,False
2023-12-09T20:50:49Z,jujurazz,windows,228653,US,129.19.163.254,unknown,Free,Zac Brown Band,The Foundation,spotify:track:4BaAxwS4VoeCYk9TuXQs7f,,,,trackdone,trackdone,True,False,False,1702154839,False
2023-12-09T20:55:40Z,jujurazz,windows,290560,US,129.19.163.254,unknown,When the Sun Goes Down,Kenny Chesney,When The Sun Goes Down,spotify:track:5vLonpxn4VN0A8GtQOBSG0,,,,trackdone,trackdone,True,False,False,1702155069,False
2023-12-09T21:00:18Z,jujurazz,windows,277659,US,129.19.163.254,unknown,wait in the truck,HARDY,the mockingbird & THE CROW,spotify:track:49GYvCcvMQq1SY3f7Y347h,,,,trackdone,trackdone,True,False,False,1702155360,False
2023-12-09T21:04:09Z,jujurazz,windows,229880,US,129.19.163.254,unknown,Break Up In A Small Town,Sam Hunt,Montevallo,spotify:track:7aftSOGSOpSoIlVAQVBb71,,,,trackdone,trackdone,True,False,False,1702155638,False
2023-12-09T21:07:52Z,jujurazz,windows,222413,US,129.19.163.254,unknown,Traveller,Chris Stapleton,Traveller,spotify:track:178OI1A3qjROeFeh8lmNwW,,,,trackdone,trackdone,True,False,False,1702155868,False
2023-12-09T21:11:29Z,jujurazz,windows,216093,US,129.19.163.254,unknown,"Sunrise, Sunburn, Sunset",Luke Bryan,What Makes You Country,spotify:track:53yTYusPQJ1AApL1hi0Dnc,,,,trackdone,trackdone,True,False,False,1702156091,False
2023-12-09T21:14:46Z,jujurazz,windows,197640,US,129.19.163.254,unknown,My Girl,Dylan Scott,Dylan Scott (Deluxe Edition),spotify:track:3izNaTiYdotdPL0Bs76JqO,,,,trackdone,trackdone,True,False,False,1702156308,False
2023-12-09T21:18:22Z,jujurazz,windows,215853,US,129.19.163.254,unknown,Good Directions,Billy Currington,Doin' Somethin' Right,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,,,,trackdone,trackdone,True,False,False,1702156506,False
2023-12-09T21:22:09Z,jujurazz,windows,224946,US,129.19.163.254,unknown,Feathered Indians,Tyler Childers,Purgatory,spotify:track:2tgQaL85WoRfgEa4hFQgrE,,,,trackdone,trackdone,True,False,False,1702156722,False
2023-12-09T21:25:23Z,jujurazz,windows,194426,US,129.19.163.254,unknown,There Was This Girl,Riley Green,Different 'Round Here,spotify:track:7grWGhX8SHNmyGOkMNVMCt,,,,trackdone,trackdone,True,False,False,1702156948,False
2023-12-09T21:28:49Z,jujurazz,windows,205000,US,129.19.163.254,unknown,Homegrown,Zac Brown Band,JEKYLL + HYDE,spotify:track:2kR18wsL3gvXRXdNE4dCGc,,,,trackdone,trackdone,True,False,False,1702157142,False
2023-12-09T21:32:10Z,jujurazz,windows,200666,US,129.19.163.254,unknown,Check Yes Or No,George Strait,Strait Out Of The Box,spotify:track:6iy4PoAuZBMvtrlDX4VxC7,,,,trackdone,trackdone,True,False,False,1702157348,False
2023-12-09T21:35:17Z,jujurazz,windows,186240,US,129.19.163.254,unknown,One Man Band,Old Dominion,Old Dominion,spotify:track:7cA3PnUQDlUyBBwpRozQeo,,,,trackdone,trackdone,True,False,False,1702157549,False
2023-12-09T21:39:18Z,jujurazz,windows,241146,US,129.19.163.254,unknown,Five More Minutes,Scotty McCreery,Seasons Change,spotify:track:3qTmB5HxP9ilJaiM6B1yuk,,,,trackdone,trackdone,True,False,False,1702157736,False
2023-12-09T21:43:02Z,jujurazz,windows,223320,US,129.19.163.254,unknown,Does To Me (feat. Eric Church),Luke Combs,What You See Is What You Get,spotify:track:0nGXi46VcQQ56ZJR428MKS,,,,trackdone,trackdone,True,False,False,1702157977,False
2023-12-09T21:45:44Z,jujurazz,windows,161200,US,129.19.163.254,unknown,Your Heart Or Mine,Jon Pardi,Mr. Saturday Night,spotify:track:7ETjhPaIU4UmHOiimJBZz9,,,,trackdone,trackdone,True,False,False,1702158201,False
2023-12-09T21:49:14Z,jujurazz,windows,209426,US,129.19.163.254,unknown,Take A Back Road,Rodney Atkins,Take A Back Road,spotify:track:7B6m8tHAYZsOKOKMU5SR2n,,,,trackdone,trackdone,True,False,False,1702158363,False
2023-12-09T21:53:14Z,jujurazz,windows,239413,US,129.19.163.254,unknown,Do I,Luke Bryan,Doin' My Thing,spotify:track:7A5CReD6yWe0rrkJym34QI,,,,trackdone,trackdone,True,False,False,1702158573,False
2023-12-09T21:56:44Z,jujurazz,windows,210720,US,129.19.163.254,unknown,Honey Bee,Blake Shelton,Red River Blue,spotify:track:0gY2iq0xJPRoIB1PScKSw4,,,,trackdone,trackdone,True,False,False,1702158813,False
2023-12-09T21:59:49Z,jujurazz,windows,183087,US,129.19.163.254,unknown,Can't Have Mine (Find You A Girl),Dylan Scott,Livin' My Best Life,spotify:track:3jfywRZH6cB2iLyKqo4EZd,,,,trackdone,trackdone,True,False,False,1702159024,False
2023-12-09T22:02:26Z,jujurazz,windows,156893,US,129.19.163.254,unknown,Nothin' To Lose,Josh Gracin,Josh Gracin,spotify:track:7oiCqfE8Wjk8wf0pFTgL2H,,,,trackdone,endplay,True,True,False,1702159208,False
2023-12-09T22:05:29Z,jujurazz,windows,183160,US,129.19.163.254,unknown,She Got the Best of Me,Luke Combs,This One's for You Too (Deluxe Edition),spotify:track:698eQRku24PIYPQPHItKlA,,,,trackdone,trackdone,True,False,False,1702159366,False
2023-12-09T22:24:47Z,jujurazz,ios,25746,US,166.173.62.126,unknown,Wasted On You,Morgan Wallen,Dangerous: The Double Album,spotify:track:3cBsEDNhFI9E82vPj3kvi3,,,,fwdbtn,fwdbtn,False,True,False,1702160661,False
2023-12-09T22:24:48Z,jujurazz,ios,1787,US,166.173.62.126,unknown,Hey Driver (feat. The War and Treaty),Zach Bryan,Zach Bryan,spotify:track:4pCbJC43j3gSqG6Fen6upD,,,,fwdbtn,fwdbtn,False,True,False,1702160687,False
2023-12-09T22:24:50Z,jujurazz,ios,1044,US,166.173.62.126,unknown,Heading South,Zach Bryan,Heading South,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,,,,fwdbtn,fwdbtn,False,True,False,1702160689,False
2023-12-09T22:29:43Z,jujurazz,ios,293293,US,166.173.62.126,unknown,Tennessee Whiskey,Chris Stapleton,Traveller,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,,,,fwdbtn,trackdone,False,False,False,1702160690,False
2023-12-09T22:32:48Z,jujurazz,ios,187244,US,166.173.62.126,unknown,Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,spotify:track:78Du4CMFgnhdlG33gblkiP,,,,trackdone,trackdone,False,False,False,1702160981,False
2023-12-09T22:36:31Z,jujurazz,ios,224426,US,166.173.62.126,unknown,The Kind of Love We Make,Luke Combs,The Kind of Love We Make,spotify:track:28n8z9IQKyjMPxmvYMBqZa,,,,trackdone,trackdone,False,False,False,1702161167,False
2023-12-09T22:40:03Z,jujurazz,ios,213493,US,166.173.62.126,unknown,You Should Probably Leave,Chris Stapleton,Starting Over,spotify:track:2UikqkwBv7aIvlixeVXHWt,,,,trackdone,trackdone,False,False,False,1702161390,False
2023-12-09T22:40:13Z,jujurazz,ios,10862,US,166.173.62.126,unknown,Wild Ones (feat. Jelly Roll),Jessie Murph,Wild Ones (feat. Jelly Roll),spotify:track:2kE2HFBFkJ0VMw3igxYohz,,,,trackdone,fwdbtn,False,True,False,1702161602,False
2023-12-09T22:43:11Z,jujurazz,ios,178723,US,166.173.62.126,unknown,Religiously,Bailey Zimmerman,Religiously. The Album.,spotify:track:0bILU0UiNDmA5Ff6whhb2R,,,,fwdbtn,trackdone,False,False,False,1702161614,False
2023-12-09T22:45:40Z,jujurazz,ios,149551,US,166.173.62.126,unknown,White Horse,Chris Stapleton,White Horse,spotify:track:7MSWxMumjz6lHj7oRApNbg,,,,trackdone,fwdbtn,False,True,False,1702161790,False
2023-12-09T22:45:46Z,jujurazz,ios,6153,US,129.19.163.254,unknown,Coal,Dylan Gossett,Coal,spotify:track:4dtIxANFBU6CfhI9c2hf2g,,,,fwdbtn,logout,False,False,False,1702161941,False
2023-12-10T01:28:36Z,jujurazz,windows,198440,US,129.19.163.254,unknown,Rumor,Lee Brice,Lee Brice,spotify:track:56eGOeSsqdg3FLxdo83TwV,,,,trackdone,trackdone,True,False,False,1702159549,False
2023-12-10T01:31:24Z,jujurazz,windows,167480,US,129.19.163.254,unknown,Buy Dirt,Jordan Davis,Buy Dirt,spotify:track:69AIpwGNLxr4qS1X5ynx60,,,,trackdone,trackdone,True,False,False,1702171735,False
2023-12-10T01:35:09Z,jujurazz,windows,224213,US,129.19.163.254,unknown,'Til You Can't,Cody Johnson,Human The Double Album,spotify:track:4k3lPl8YTKuY8c1HelVnm3,,,,trackdone,trackdone,True,False,False,1702171903,False
2023-12-10T01:38:50Z,jujurazz,windows,219967,US,129.19.163.254,unknown,Handle On You,Parker McCollum,Never Enough,spotify:track:4reXo2zg1uhEIpUAacDb9C,,,,trackdone,trackdone,True,False,False,1702172128,False
2023-12-10T01:41:27Z,jujurazz,windows,157477,US,129.19.163.254,unknown,You Proof,Morgan Wallen,One Thing At A Time,spotify:track:5W4kiM2cUYBJXKRudNyxjW,,,,trackdone,trackdone,True,False,False,1702172349,False
2023-12-10T01:45:53Z,jujurazz,windows,265493,US,129.19.163.254,unknown,Fast Car,Luke Combs,Gettin' Old,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,,,,trackdone,trackdone,True,False,False,1702172507,False
2023-12-10T01:48:52Z,jujurazz,windows,178723,US,129.19.163.254,unknown,Religiously,Bailey Zimmerman,Religiously. The Album.,spotify:track:0bILU0UiNDmA5Ff6whhb2R,,,,trackdone,trackdone,True,False,False,1702172773,False
2023-12-10T01:52:02Z,jujurazz,windows,189773,US,129.19.163.254,unknown,5 Foot 9,Tyler Hubbard,Tyler Hubbard,spotify:track:0U4iRayct65wsaBMQGiLbg,,,,trackdone,trackdone,True,False,False,1702172952,False
2023-12-10T01:55:42Z,jujurazz,windows,218280,US,129.19.163.254,unknown,All Your'n,Tyler Childers,Country Squire,spotify:track:0fCwTrRNfoNk962ati8n2K,,,,trackdone,trackdone,True,False,False,1702173142,False
2023-12-10T01:58:37Z,jujurazz,windows,175226,US,129.19.163.254,unknown,Next Thing You Know,Jordan Davis,Bluebird Days,spotify:track:39OclE5hZematADrdfaWvE,,,,trackdone,trackdone,True,False,False,1702173361,False
